,p_sah,p_sdh,targets
0,5.60453462600708,-4.200223922729492,0
1,6.634939193725586,-5.454586505889893,0
2,5.7965922355651855,-5.053912162780762,0
3,6.3125996589660645,-5.143225193023682,0
4,5.023870468139648,-4.465930938720703,0
5,4.254842281341553,-3.4114460945129395,0
6,6.728658676147461,-5.659505367279053,0
7,4.983813285827637,-4.131861686706543,0
8,5.137150287628174,-3.888746500015259,0
9,3.982182741165161,-3.491114616394043,0
10,3.802597761154175,-2.704824209213257,0
11,4.536254405975342,-3.67777943611145,0
12,5.113503932952881,-4.670447826385498,0
13,4.915835857391357,-4.412966251373291,0
14,3.820819139480591,-3.7447845935821533,0
15,4.328439712524414,-3.5183935165405273,0
16,3.909930467605591,-4.12213134765625,0
17,6.703331470489502,-6.8744893074035645,0
18,6.024800777435303,-4.903220176696777,0
19,5.638985633850098,-4.814145565032959,0
20,5.758433818817139,-5.212210178375244,0
21,5.416064739227295,-4.764527797698975,0
22,3.5484509468078613,-3.0438497066497803,0
23,3.215104341506958,-3.4429993629455566,0
24,5.170966625213623,-4.545632362365723,0
25,4.382686138153076,-3.4990735054016113,0
26,0.4203318655490875,-0.374445378780365,0
27,4.60123348236084,-3.570312261581421,0
28,0.4203318655490875,-0.374445378780365,0
29,4.221434593200684,-4.305670261383057,0
30,3.4224369525909424,-3.5173017978668213,0
31,4.16567850112915,-3.6240270137786865,0
32,5.276920795440674,-5.00664758682251,0
33,4.833624362945557,-4.273351669311523,0
34,4.788007736206055,-4.112338542938232,0
35,4.094438552856445,-2.413097620010376,0
36,5.129827499389648,-3.7366459369659424,0
37,3.3127639293670654,-2.794318437576294,0
38,3.4226861000061035,-3.194413661956787,0
39,6.6276535987854,-6.159836292266846,0
40,5.586443901062012,-3.8875956535339355,0
41,4.199021339416504,-3.480872392654419,0
42,4.893142223358154,-4.339316368103027,0
43,5.517411708831787,-5.922826290130615,0
44,4.031775951385498,-3.6071038246154785,0
45,5.429476261138916,-3.5991365909576416,0
46,3.502091646194458,-2.896052122116089,0
47,3.92999005317688,-3.1633245944976807,0
48,6.849555492401123,-6.244618892669678,0
49,3.624117612838745,-2.7202463150024414,0
50,3.9672346115112305,-3.0623953342437744,0
51,4.454433917999268,-3.535067081451416,0
52,5.098849296569824,-4.198574066162109,0
53,4.116227626800537,-3.469552993774414,0
54,4.070183753967285,-3.107550859451294,0
55,4.812602996826172,-3.9651598930358887,0
56,4.506979465484619,-3.674692153930664,0
57,6.554141521453857,-5.524941444396973,0
58,6.17765474319458,-4.554953575134277,0
59,3.9351675510406494,-2.9947547912597656,0
60,5.263003349304199,-4.714934349060059,0
61,4.895962715148926,-5.066770076751709,0
62,6.001667499542236,-4.453770160675049,0
63,5.102907180786133,-5.867184638977051,0
64,5.165762901306152,-4.326801776885986,0
65,4.263849258422852,-3.541834831237793,0
66,4.570411205291748,-3.1807591915130615,0
67,4.149488925933838,-4.374127388000488,0
68,6.004148483276367,-5.1632256507873535,0
69,5.297981262207031,-3.788755416870117,0
70,6.526432991027832,-5.476935386657715,0
71,3.016052484512329,-3.5584235191345215,0
72,3.861419200897217,-3.5812931060791016,0
73,3.839836597442627,-5.057529449462891,0
74,5.5079426765441895,-5.419618129730225,0
75,3.0571467876434326,-4.737008571624756,0
76,4.374851703643799,-4.099697113037109,0
77,4.530628204345703,-4.3771233558654785,0
78,5.326403617858887,-4.307559013366699,0
79,4.417174816131592,-4.551061630249023,0
80,4.821750164031982,-3.5217397212982178,0
81,6.864313125610352,-5.992122173309326,0
82,7.016826152801514,-5.620373249053955,0
83,5.516385078430176,-5.75401496887207,0
84,3.574124813079834,-2.641880750656128,0
85,5.00620698928833,-5.161412239074707,0
86,4.029125690460205,-3.2289180755615234,0
87,7.667716979980469,-5.743161678314209,0
88,3.374321699142456,-2.8980422019958496,0
89,5.630248069763184,-4.940064907073975,0
90,5.818146228790283,-5.184430122375488,0
91,5.137512683868408,-4.445088863372803,0
92,4.611539363861084,-4.25075626373291,0
93,4.372160911560059,-3.4010307788848877,0
