,p_sah,p_sdh,targets
0,5.04184627532959,-5.821828365325928,0
1,4.2043890953063965,-4.594615936279297,0
2,4.93177604675293,-5.019503116607666,0
3,4.683136940002441,-4.993777275085449,0
4,5.473328113555908,-5.798787593841553,0
5,5.540556907653809,-6.053789138793945,0
6,3.412477493286133,-3.841017007827759,0
7,4.325841903686523,-4.755453109741211,0
8,3.881760597229004,-4.48572301864624,0
9,5.165749549865723,-5.52490234375,0
10,3.2904605865478516,-3.8356597423553467,0
11,4.513922214508057,-5.081027030944824,0
12,3.5793728828430176,-4.086625576019287,0
13,4.740238189697266,-5.120518207550049,0
14,5.5698652267456055,-5.896870136260986,0
15,4.012476444244385,-4.286529541015625,0
16,3.4568281173706055,-3.874995231628418,0
17,3.969092845916748,-4.421020984649658,0
18,5.101642608642578,-5.308343410491943,0
19,4.383852958679199,-5.119438648223877,0
20,5.230404376983643,-5.516571521759033,0
21,2.908216953277588,-3.4290459156036377,0
22,3.6323041915893555,-3.947086811065674,0
23,2.8651962280273438,-3.2887532711029053,0
24,3.4738950729370117,-3.7346463203430176,0
25,4.043591022491455,-4.598855495452881,0
26,0.3734636902809143,-0.5990525484085083,0
27,4.233413219451904,-4.421742916107178,0
28,0.3734636902809143,-0.5990525484085083,0
29,4.129569053649902,-4.402859210968018,0
30,3.4019289016723633,-3.8675286769866943,0
31,3.3213911056518555,-3.6156396865844727,0
32,4.006682395935059,-4.358866214752197,0
33,3.5398550033569336,-3.9638938903808594,0
34,2.863109588623047,-3.331547975540161,0
35,3.935291290283203,-4.275312900543213,0
36,5.606820583343506,-5.610674858093262,0
37,4.72365665435791,-5.187374591827393,0
38,4.772522926330566,-5.291329860687256,0
39,4.246779918670654,-4.900972366333008,0
40,4.242123126983643,-4.6625494956970215,0
41,3.9936022758483887,-4.661244869232178,0
42,4.396546363830566,-4.839520454406738,0
43,5.081833362579346,-5.17205286026001,0
44,3.788815498352051,-3.8361146450042725,0
45,4.326707363128662,-4.896478652954102,0
46,3.3106155395507812,-3.688330888748169,0
47,3.6269383430480957,-4.025853633880615,0
48,4.847091197967529,-5.528310298919678,0
49,4.515884876251221,-4.991361141204834,0
50,2.7031354904174805,-3.2691192626953125,0
51,5.694246768951416,-6.0489678382873535,0
52,3.5067801475524902,-3.6176257133483887,0
53,2.8141703605651855,-2.994826555252075,0
54,4.210317611694336,-4.192763328552246,0
55,5.328808784484863,-5.627799034118652,0
56,4.249080181121826,-4.699295520782471,0
57,3.1373233795166016,-3.4295802116394043,0
58,6.008224010467529,-6.113391399383545,0
59,4.455020904541016,-4.867511749267578,0
60,4.390782833099365,-4.589767932891846,0
61,3.775251865386963,-4.198191165924072,0
62,4.451545715332031,-4.770981311798096,0
63,4.449914455413818,-4.987453937530518,0
64,3.2855305671691895,-3.4121992588043213,0
65,6.582892417907715,-6.948052883148193,0
66,2.86964750289917,-2.9193825721740723,0
67,3.2756152153015137,-3.9176137447357178,0
68,5.867480278015137,-6.1145195960998535,0
69,5.539977550506592,-5.6372971534729,0
70,5.8179450035095215,-5.995884418487549,0
71,4.375064373016357,-4.5166916847229,0
