,p_sah,p_sdh,targets
0,1.2588155269622803,-0.7600057721138,0
1,1.2579514980316162,-0.6814109683036804,0
2,1.1397055387496948,-0.8226525783538818,0
3,0.30414870381355286,-0.35936471819877625,0
4,1.4415963888168335,-1.3132386207580566,0
5,1.3171759843826294,-1.3538063764572144,0
6,0.8077883720397949,-0.9312071800231934,0
7,1.043013334274292,-1.1503326892852783,0
8,1.7581415176391602,-1.0185920000076294,0
9,0.41216936707496643,-0.3061116635799408,0
10,1.38627028465271,-1.313128113746643,0
11,1.0783714056015015,-1.2642155885696411,0
12,2.301952600479126,-2.3258681297302246,0
13,0.3369259834289551,0.07726821303367615,0
14,1.1266483068466187,-1.0314083099365234,0
15,1.1532903909683228,-1.108697772026062,0
16,1.3872243165969849,-1.2725526094436646,0
17,1.643484115600586,-1.0196340084075928,0
18,0.8972564935684204,-0.18726389110088348,0
19,1.1368720531463623,-0.9560965299606323,0
20,1.2491146326065063,-1.100726842880249,0
21,1.409066081047058,-0.9490178823471069,0
22,0.5391451120376587,-0.6103174090385437,0
23,1.5438392162322998,-1.3660056591033936,0
24,1.7040022611618042,-1.122629165649414,0
25,1.7554981708526611,-1.0539543628692627,0
26,1.2494622468948364,-0.8834360241889954,0
27,0.7397764921188354,-0.731579065322876,0
28,2.3076586723327637,-2.1978018283843994,0
29,1.4415963888168335,-1.3132386207580566,0
30,1.3421708345413208,-0.9115033745765686,0
31,0.09707855433225632,0.3508586883544922,1
32,-1.2701783180236816,1.0372928380966187,1
33,-1.4080137014389038,1.403196096420288,1
34,-2.140674352645874,2.559772491455078,1
35,1.4415963888168335,-1.3132386207580566,1
36,-1.830332636833191,2.118682384490967,1
37,-1.0636287927627563,0.7116549611091614,1
38,-1.2786093950271606,1.2324014902114868,1
39,-0.6777215003967285,1.2490726709365845,1
40,-1.9349632263183594,2.420896291732788,1
41,-0.7310096025466919,1.343303918838501,1
42,-1.3629852533340454,1.9361871480941772,1
43,-0.16341876983642578,0.35603073239326477,1
44,-1.9540084600448608,2.44354248046875,1
45,-1.396121621131897,1.6210834980010986,1
46,-1.735263705253601,1.999510407447815,1
47,-1.5961320400238037,1.568976640701294,1
48,-1.4121947288513184,1.592326283454895,1
49,-1.5365365743637085,2.1639373302459717,1
50,-1.3760274648666382,1.8284131288528442,1
51,-1.0085991621017456,1.2217087745666504,1
52,-1.498577356338501,1.5128366947174072,1
53,-0.9181690216064453,1.3013173341751099,1
54,-0.8219643831253052,1.0590975284576416,1
55,-2.788565158843994,3.099208354949951,1
56,-1.853919506072998,2.0995640754699707,1
57,-1.693494200706482,1.8558340072631836,1
58,-0.3054836392402649,0.6281449198722839,1
59,-1.3795031309127808,1.5149877071380615,1
60,-1.3254568576812744,1.4366430044174194,1
61,-0.38448700308799744,1.0694727897644043,1
